1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2,10,0,0,0,0,0,2,0,1,0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,10,0,10
3,15,0,0,0,0,0,2,0,1,0,2,0,5,0,1,13,1,1,0,0,0,0,0,5,0,0,0,15,0,15
4,19,0,0,0,0,0,2,2,1,0,2,0,10,0,1,17,1,1,1,0,0,0,0,10,0,0,0,20,0,20
5,23,0,0,0,0,0,2,7,1,0,2,0,14,0,1,20,1,1,3,0,0,0,0,14,0,0,0,24,0,25
6,27,0,0,1,0,0,3,12,1,1,2,0,19,0,2,25,1,1,4,1,0,0,1,19,0,5,0,29,0,30
7,32,0,0,1,0,0,3,17,2,2,7,0,24,0,2,29,1,1,4,1,0,0,1,23,0,9,5,32,0,35
8,36,0,0,1,0,0,3,20,2,2,12,0,28,0,2,34,1,2,4,6,0,5,2,25,0,14,10,36,0,40
9,40,0,0,1,0,0,4,24,2,2,17,0,32,0,2,36,1,2,4,11,1,10,2,29,0,18,15,40,0,41
10,42,0,0,1,0,0,4,28,2,2,20,0,35,5,2,39,1,2,4,15,1,15,2,32,0,23,18,40,1,44
11,46,0,0,1,0,0,4,32,2,2,25,0,38,10,2,42,1,2,4,19,1,18,3,36,0,27,21,45,1,48
12,48,1,0,6,0,0,4,35,3,2,30,0,40,12,3,45,1,2,9,23,1,23,4,37,0,31,25,49,2,51
13,51,1,5,11,0,0,4,36,3,2,34,0,43,15,3,49,1,3,14,28,1,27,4,41,0,36,29,51,2,52
14,55,1,9,15,0,0,4,41,3,2,38,0,46,20,4,52,1,3,19,31,1,30,4,45,5,38,32,53,2,55
15,58,1,14,20,0,0,4,43,8,2,41,0,50,23,4,55,1,3,24,36,1,30,4,48,10,41,36,56,2,56
16,60,1,19,25,0,0,4,44,13,2,45,0,51,27,4,57,1,3,29,37,1,34,4,52,13,43,39,58,2,58
17,62,1,24,29,0,0,4,47,18,2,50,0,52,30,4,60,1,3,32,40,1,37,4,56,18,45,40,61,2,62
18,64,1,28,32,5,0,4,50,22,2,53,0,56,33,4,61,1,3,34,44,1,41,4,58,21,46,44,66,2,64
19,66,1,31,36,10,5,4,52,26,2,54,0,56,36,4,62,1,3,37,48,1,46,4,61,25,48,46,66,2,66
20,68,1,35,38,15,10,4,54,30,3,55,0,59,38,4,65,1,3,40,51,1,48,4,62,28,53,50,69,2,66
21,69,1,39,40,20,15,4,56,34,3,58,0,60,42,4,66,1,3,45,54,6,49,4,64,31,55,52,70,2,69
22,70,1,43,43,24,19,5,59,38,3,60,0,64,44,4,67,1,3,50,56,11,54,4,66,35,57,56,73,2,72
23,71,1,46,46,28,24,5,62,42,3,63,0,65,47,4,69,1,3,52,56,16,58,4,68,39,58,58,75,2,75
24,74,1,49,50,33,28,5,66,45,3,64,0,68,48,4,71,1,3,56,57,20,60,4,71,41,61,59,76,7,77
25,76,1,53,51,36,32,9,67,48,3,65,5,68,50,4,72,1,3,57,60,24,62,4,71,44,63,61,78,12,77
26,76,1,56,53,39,37,14,69,50,3,67,10,71,52,4,72,1,3,58,62,29,64,4,71,46,66,65,78,17,78
