1,5,0,1,0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
2,10,1,2,0,10,1,0,0,0,1,2,0,0,1,0,0,1,0,1,1,1,0,1,0,5,1,1,2,0,0
3,14,1,2,0,15,2,0,2,0,1,2,0,1,1,0,1,2,0,2,1,1,0,1,1,10,1,2,2,0,0
4,18,1,4,0,17,2,5,2,0,1,2,0,3,6,0,1,2,0,2,2,1,0,1,1,13,3,2,2,0,0
5,20,1,4,0,21,2,10,2,0,1,2,0,3,10,0,1,2,0,2,3,3,0,1,1,16,3,2,3,1,0
6,24,1,4,1,26,2,14,2,1,1,2,0,3,15,0,2,3,1,3,3,4,0,1,2,21,3,3,3,1,0
7,27,1,5,6,29,2,19,2,2,1,2,0,3,20,0,3,3,1,3,3,4,5,2,2,25,3,4,4,1,5
8,31,1,5,11,31,2,24,2,2,1,2,0,3,25,0,3,4,1,3,4,4,10,2,2,29,3,4,4,1,10
9,34,1,5,16,36,3,29,2,2,1,2,0,3,28,0,3,4,1,3,4,4,15,2,2,34,4,4,9,1,15
10,37,1,7,21,37,3,32,2,3,1,2,0,3,32,0,8,5,1,3,4,5,20,7,2,35,8,4,14,1,19
11,40,1,7,25,39,3,35,2,3,1,7,0,3,36,0,12,5,1,3,5,5,25,12,4,39,13,4,19,1,22
12,45,1,8,30,44,4,36,2,3,2,11,2,3,38,5,17,6,1,4,5,5,29,17,5,42,18,4,23,1,25
13,49,1,8,35,47,4,40,2,3,2,16,2,3,41,10,21,6,1,4,5,5,34,20,5,44,22,4,27,1,28
14,52,1,8,36,51,9,44,2,3,2,19,2,3,44,14,26,6,1,4,6,5,39,24,6,47,25,5,30,1,30
15,54,1,12,39,54,13,47,2,3,3,24,2,3,47,19,31,6,2,4,7,5,41,28,7,49,29,9,34,2,34
16,56,1,14,42,56,17,50,3,3,3,29,2,3,51,23,35,7,2,4,7,5,44,31,7,50,32,14,36,7,36
17,60,1,19,44,57,21,54,3,3,3,33,2,3,53,27,38,8,2,4,7,5,47,34,7,53,36,19,37,11,40
18,61,1,24,49,59,24,57,3,3,3,37,2,8,56,30,43,8,2,4,12,5,49,35,7,56,40,23,41,15,42
19,63,1,27,53,64,28,58,3,3,3,40,2,12,58,35,47,8,2,4,17,5,50,38,8,57,44,28,45,20,45
20,66,1,31,55,65,32,60,3,3,3,42,2,15,59,39,51,8,2,4,21,6,53,41,8,57,46,32,47,24,48
21,67,1,33,56,68,35,63,3,3,3,46,2,20,61,43,52,12,7,4,24,6,54,44,9,59,47,36,49,28,51
22,68,1,37,57,68,38,65,3,3,3,50,2,25,62,45,53,16,11,4,28,6,58,49,10,61,50,39,50,30,53
23,70,1,40,60,69,41,66,3,3,3,51,2,30,64,48,56,21,16,4,32,7,61,51,10,64,53,44,53,35,57
24,71,1,44,64,71,44,66,3,3,8,54,2,33,67,51,58,25,20,4,35,7,63,55,10,66,57,45,55,39,60
25,72,6,47,65,72,48,66,4,4,13,58,2,36,69,51,60,30,23,4,40,7,66,58,10,67,59,48,57,43,63
26,73,11,50,65,74,50,68,4,4,18,58,2,40,71,51,62,34,27,4,45,7,66,62,10,69,63,50,57,47,64
27,74,16,53,67,75,50,70,4,4,21,60,2,41,72,54,63,36,30,4,49,7,66,64,10,70,66,53,58,49,64
28,75,21,55,67,77,52,72,4,4,26,64,2,44,72,57,64,39,33,4,51,7,66,68,11,72,68,56,61,52,66
29,78,25,58,68,78,53,73,4,4,29,64,2,47,72,60,65,41,38,4,52,7,66,70,11,74,68,59,62,54,70
30,79,29,59,70,79,55,75,4,4,33,67,2,49,73,61,66,45,42,4,54,7,66,71,11,74,71,62,65,56,72
31,82,32,63,70,80,57,77,5,4,37,69,7,52,75,64,69,49,43,4,57,7,68,71,11,75,73,64,65,58,74
32,83,36,66,71,81,57,81,5,4,38,70,12,55,75,66,71,53,44,4,58,7,69,74,11,77,75,65,65,62,75
33,84,40,67,74,82,58,82,5,4,42,71,16,57,76,69,72,57,46,4,60,7,70,75,11,78,76,67,68,63,76
34,84,44,68,78,82,59,83,5,4,45,72,21,61,76,70,73,59,49,4,60,7,71,78,11,80,77,69,70,65,78
35,85,47,69,79,83,63,84,5,4,48,75,25,65,79,72,75,61,51,8,62,12,74,80,11,81,78,69,70,69,78
36,87,48,70,80,83,66,84,5,4,51,76,28,66,79,74,77,63,53,12,63,17,75,80,11,82,78,71,71,70,80
37,87,51,71,81,83,67,85,5,4,53,76,31,67,80,76,77,65,54,16,66,21,76,80,11,83,79,72,74,71,80
38,87,54,73,81,83,70,86,5,4,57,77,33,69,80,77,81,67,54,21,69,24,79,80,11,84,80,72,74,71,80
39,87,57,73,82,83,72,87,5,4,60,77,37,70,81,79,84,69,55,25,70,27,81,81,11,85,83,73,76,73,81
40,88,58,73,83,83,74,87,5,5,64,79,39,70,81,81,86,70,56,29,70,31,82,81,11,85,83,75,78,73,82
41,89,61,73,84,84,76,88,9,5,65,80,42,73,82,83,87,72,58,31,71,34,84,81,11,87,83,79,78,74,83
42,89,64,74,84,84,77,88,13,5,67,81,45,74,82,85,87,73,60,36,73,37,85,82,11,87,85,79,78,76,85
43,89,66,76,85,85,77,89,15,5,69,82,47,76,83,85,87,75,64,39,75,39,86,83,11,87,87,81,81,77,85
44,91,69,76,86,86,78,89,18,5,70,83,48,77,83,87,89,76,65,43,77,41,86,83,11,88,88,82,83,80,87
45,92,71,77,86,87,79,89,22,5,73,84,52,80,85,88,90,76,67,47,80,44,86,84,11,88,88,82,84,81,88
46,92,72,77,87,88,80,90,26,5,73,84,54,81,86,89,92,78,68,51,80,48,87,86,11,90,88,83,86,81,89
47,94,74,77,87,89,81,91,30,5,74,84,56,82,87,89,93,79,71,56,82,49,88,87,11,90,88,85,87,81,89
48,94,75,79,87,89,82,91,33,5,76,85,60,82,87,89,93,80,71,60,82,54,89,89,11,91,90,86,87,81,90
49,94,77,80,88,90,83,91,37,5,78,86,63,82,88,91,94,83,73,62,82,56,90,89,12,91,90,87,88,81,91
50,94,78,82,88,91,84,92,42,5,80,87,64,83,88,91,94,84,76,64,82,58,91,89,12,91,91,87,88,84,93
51,94,81,82,88,91,85,93,45,5,81,87,67,83,88,91,94,85,77,65,82,62,92,90,12,91,91,87,89,84,94
52,95,82,83,88,92,86,94,50,5,82,87,69,84,88,92,94,87,80,66,82,65,92,90,12,91,93,89,90,86,94
53,95,84,83,88,93,86,95,53,5,82,89,70,84,88,92,94,88,82,68,83,66,93,91,12,91,94,89,91,86,94
54,95,84,84,90,93,86,95,54,5,82,90,71,87,88,92,95,89,83,70,83,66,94,91,12,91,94,91,91,86,94
55,95,85,85,90,93,87,95,54,10,82,90,75,87,89,93,95,89,84,72,84,66,94,92,12,91,94,91,91,87,94
56,96,85,85,90,94,87,95,57,15,84,91,77,87,89,94,95,89,84,72,86,68,95,93,12,91,94,92,91,88,94
57,97,85,85,91,94,89,95,59,19,85,92,78,88,89,94,96,90,86,72,88,70,95,93,12,92,94,92,91,89,94
58,97,87,85,91,94,89,95,62,24,85,92,79,88,89,94,97,90,86,74,90,72,96,93,12,92,94,92,93,90,94
